id,capitulo,seccion,afirmacion,tipo,tier_seccion,valor_ciep,fuente_oficial,valor_oficial,coincide,discrepancia,tipo_error,contrafactual_explicito,nota
V061,2 Ingresos por energía,cap. 2 §2.3 (p.12),Los cambios al régimen fiscal de Pemex afectan negativamente los ingresos que el FMP transfiere a la Federación; deberían disminuir capitalizaciones y exenciones; de no hacerlo la estrategia habría sido errada y costosa,c,juicio,,CGPE p.46: FMP +4.3 % real vs LIF 2021 y -6.0 % vs estimado 2021 (GF petroleros 394.9 -> 371.0 mmp de 2022),,,,,na,Juicio. Dato: contra el cierre 2021 los petroleros del GF caen 6.0 % real; contra la LIF suben 4.3.
V062,Resumen ejecutivo,Resumen Parte II Gasto (p.viii),"El PPEF 2022 asciende a 7,088,250.3 mdp, 25.2 % del PIB",a/b,juicio,"7,088,250.3 mdp; 25.2 % PIB","DEC 2022 art. 2; CGPE 2022 p. 119 (PIB 28,129.3 mmp)","7,088,250.3 mdp; 7,088,250.3/28,129,300 = 25.20 %",si,,,na,"Gasto neto total devengado del DEC art. 2. El CGPE presenta el gasto neto pagado (7,048.2 mmp = 25.1 %); CIEP usa el devengado (25.2 %)."
V063,Resumen ejecutivo,Resumen Parte II Gasto (p.viii),Un punto del PIB más que en 2021,b,juicio,+1 pp PIB vs 2021,"DEC 2021 art. 2 (6,295,736.2); CGPE 2022 p. 39 (PIB 2021 a 24,983.9; est. 26,055.3); p. 112","PEF 2021 = 25.2 % con PIB de aprobación (24,983.9) → 0.0 pp; = 24.2 % con PIB revisado (26,055.3) → +1.0 pp; CGPE p.112 pagado 25.0 → 25.1 = +0.1 pp",si,,,no,"Reproduce sólo con el aprobado 2021 medido con el PIB revisado (26,055.3), como en CGPE p. 34; con el PIB de los CGPE 2021 (p. 16/112/120) la diferencia es 0.0 pp (devengado) o +0.1 pp (pagado). No se declara qué PIB se usa para 2021."
V064,Resumen ejecutivo,Resumen Parte II Gasto (p.viii),"74 % del presupuesto lo concentran los ramos a cargo de los programas prioritarios, las EPE, el IMSS y el ISSSTE",b,juicio,74 %,DEC 2022 Anexo 1; cuadros 3.1–3.2 CIEP (ramos con *),"Suma de los 12 ramos marcados con * en cuadros 3.1–3.2 = 4,701,750.8 mdp = 66.3 % del gasto neto (con R19 neto 191,562.3) o 79.0 % (con R19 bruto 1,092,011.8). 74.0 % es la participación del gasto programable (5,247,296.4/7,088,250.3)",no,74 vs 66.3 / 79.0,perimetro,na,La nota * de los cuadros 3.1–3.3 dice que esos ramos concentran 74 % del PPEF; la suma no reproduce. 74.0 % coincide con la participación del gasto programable que el propio cap. 3 reporta.
V065,Resumen ejecutivo,Resumen Parte II Gasto (p.viii),Capítulo 7000 Inversión financiera tiene 79.4 % más de lo aprobado en 2021,a/b,juicio,+79.4 % real,Analíticos por objeto de gasto PPEF 2022 y PEF 2021 (no en carpeta); CGPE 2022 p. 51 (clasificación económica),No verificable por capítulo. CGPE p. 51: «inversión financiera y otros» 111.2 → 106.9 mmp de 2022 = −3.8 % real (perímetro distinto: el CGPE reclasifica el 7900 de provisiones),no_verificable,,,si,"EM PPEF 2022 / analíticos no en carpeta. El CGPE p. 51 da −3.8 % para inversión financiera y otros, por lo que el +79.4 % de CIEP sólo puede provenir del capítulo 7000 con las provisiones 7900 (p. ej., 33,337 mdp de Adeudos IMSS-ISSSTE del cap. 4)."
V066,Resumen ejecutivo,Resumen Parte II Gasto (p.viii),La perspectiva intergeneracional queda pendiente en el PPEF 2020 (sic),c,juicio,,,,,,,na,Juicio. El texto dice PPEF 2020 por PPEF 2022 (errata).
V067,Resumen ejecutivo,Resumen Parte II Gasto (p.viii),A la primera infancia se destina 0.5 % del PIB y a los mayores de 65 años 3.9 %,a/c,juicio,0.5 % y 3.9 % PIB,Simulador Fiscal CIEP v5 (externo),,no_verificable,,,na,Fuente externa (Simulador Fiscal CIEP v5). Ver cap. 3 §3.2.
V068,Resumen ejecutivo,Resumen Salud (p.viii),El incremento en el sector salud equivale a 0.37 % del PIB,b,juicio,0.37 % PIB,"CGPE 2022 p. 48 (función salud 794.0 mmp, +15.2 % real); p. 119","Con el perímetro CIEP: 105,137/28,129,300 = 0.374 %. Con función salud CGPE: 794.0 − 794.0/1.152 = 104.8 mmp de 2022 = 0.37 % PIB",si,,,si,"Cociente reproducido con el incremento nominal de CIEP (824,181 − 719,044) y con el incremento real de la función salud del CGPE; ambos dan 0.37."
V069,Resumen ejecutivo,Resumen Salud (p.viii),Por debajo del compromiso gubernamental de 1 punto del PIB y de la recomendación de 3 puntos adicionales,a/c,juicio,1 pp; 3 pp,CIEP (2018) y compromiso gubernamental (externos),,no_verificable,,,na,Referencias externas al paquete (CIEP 2018; compromiso de campaña). Juicio.
V070,Resumen ejecutivo,Resumen Salud (p.viii),El gasto per cápita que más aumenta es el de IMSS-Bienestar; financiamiento del FONSABI no recurrente,c,juicio,,"ILIF 2022 transitorio Décimo Cuarto (remanente del FONSABI a TESOFE, sin cifra)",,,,,na,Juicio. El transitorio Décimo Cuarto de la ILIF confirma la extracción del remanente del FONSABI sin cifra.
V071,Resumen ejecutivo,Resumen Energía (p.viii),El gasto al sector energético aumenta 6.5 % real y representa 4.8 % del PIB,b,juicio,+6.5 % real; 4.8 % PIB,"Cuadro 11.1 CIEP (1,346,359.7 mdp); CGPE 2022 p. 119","1,346,359.7/28,129,300 = 4.79 %. Variación: perímetro CIEP (Pemex + CFE + Sener + Ramo 23 parcial + reguladores) no está en el paquete como agregado",no_verificable,,,si,El 4.8 % reproduce con el monto del cuadro 11.1; el +6.5 % exige el analítico de 2021 y 2022 con el perímetro CIEP. Analíticos no en carpeta. Ver cap. 11.
V072,Resumen ejecutivo,Resumen Energía (p.viii),"Pemex representa 58 % del gasto del sector y aumenta 64 mil millones su presupuesto de inversión, el nivel más alto desde 2015",b/c,juicio,58 %; +64 mmp inversión,Cuadro 11.1 CIEP; analíticos PPEF 2022 (no en carpeta); CGPE 2022 p. 41 (Pemex programable +12.7 % real),"778,071.2/1,346,359.7 = 57.8 %. Inversión de Pemex por objeto no en carpeta",no_verificable,,,si,El 58 % reproduce el cuadro 11.1. El cap. 11 dice que el gasto total de Pemex sube 67 mmp y la inversión 17 % (430 mmp): 430/1.17 = 367.5 → +62.5 mmp ≈ 64. Analíticos no en carpeta.
V073,Resumen ejecutivo,Resumen Energía (p.viii),La CFE aumenta su gasto total en 6.5 % y representa 1.6 % del PIB,a/b,juicio,+6.5 %; 1.6 % PIB,"CGPE 2022 p. 42 y p. 118 (CFE +4.0 % real); DEC 2022 Anexo 1 (449,997.2 mdp)","CFE programable +4.0 % real; 449,997.2/28,129,300 = 1.60 %. Cuadro 11.1 CIEP: CFE +3.9 % y 1.5 % PIB",no,6.5 vs 4.0,transcripcion,si,"El 6.5 % es la variación del sector total (cuadro 11.1), no de la CFE; el propio cap. 11 dice 4 %/3.9 %. El 1.6 % PIB coincide con el programable del DEC (el cuadro 11.1 usa 430,670.8 → 1.5 %)."
V074,Resumen ejecutivo,Resumen Energía (p.viii),El presupuesto contempla 73 mil millones de pesos en subsidios para las tarifas eléctricas,a,juicio,"73,000 mdp",DEC 2022 Anexo 20 Ramo 23 p. 86,"Subsidios a las Tarifas Eléctricas 73,000,000,000 pesos",si,,,na,
V075,Resumen ejecutivo,Resumen Finanzas públicas locales (p.viii),"Gasto federalizado 2022: 2.1 billones de pesos reales, 7.5 % del PIB y 29.7 % del gasto neto",a/b,juicio,2.1 billones; 7.5 % PIB; 29.7 %,"CGPE 2022 p. 50 (2,108.9 mmp de 2022); DEC art. 2; p. 119","2,108.9 mmp; 2,108,869.1/28,129,300 = 7.50 %; /7,088,250.3 = 29.75 %",aprox,29.7 vs 29.75,,na,29.75 redondea a 29.8 (que es la cifra del cap. 6 §6.1); el 29.7 del resumen y del párrafo inicial del cap. 6 es un redondeo hacia abajo.
V076,Resumen ejecutivo,Resumen Finanzas públicas locales (p.viii),Monto inferior a los niveles previos a la pandemia de 2020,b/c,juicio,,Cuenta Pública 2019 (no en carpeta),,no_verificable,,,no,"Fuente ex post (Cuenta Pública 2014–2020, deflactor CIEP). No se declara el deflactor ni el año base de los pesos reales."
V077,Resumen ejecutivo,Resumen Finanzas públicas locales (p.viii),"Participaciones 48.3 % del gasto federalizado, aportaciones 42.2 %, resto 9.4 %",b,juicio,48.3 / 42.2 / 9.4,CGPE 2022 p. 50,"1,019.5/2,108.9 = 48.3 %; 890.5/2,108.9 = 42.2 %; 198.8/2,108.9 = 9.4 %",si,,,na,Aportaciones del CGPE incluyen Ramo 33 (830.3) + Ramo 25 (60.2) = 890.5 e ISSSTE.
V078,Resumen ejecutivo,Resumen Finanzas públicas locales (p.viii),"CDMX, Campeche y Colima máximos receptores (22,882; 20,096; 18,945 pesos reales per cápita); Guanajuato y Estado de México mínimos (12,875; 12,772)",b,juicio,per cápita por entidad,"Distribución por entidad del PPEF 2022 (EM / analíticos, no en carpeta) y CONAPO (externo)",,no_verificable,,,na,EM PPEF 2022 / analíticos no en carpeta; población CONAPO externa.
V079,Resumen ejecutivo,Resumen Finanzas públicas locales (p.viii),El gasto federalizado representa 88 % de los recursos subnacionales y la recaudación local 12 %,a/c,juicio,88 % / 12 %,"SHCP 2021i (finanzas estatales, externo al paquete)",,no_verificable,,,na,Fuente externa (estadísticas de finanzas públicas estatales y municipales).
V080,Resumen ejecutivo,Resumen Infraestructura (p.viii–ix),"Inversión pública 2022 14.3 % mayor en términos reales que 2021, 3.5 % del PIB",a/b,juicio,+14.3 % real; 3.5 % PIB,"CGPE 2022 p. 48, 50–51 (gasto de inversión 982.3 mmp, +14.3 %); p. 102 (gasto de capital 3.5 % PIB)","+14.3 % real vs aprobado 2021; 982,288/28,129,300 = 3.49 %",si,,,si,
V081,Resumen ejecutivo,Resumen Infraestructura (p.viii–ix),55.3 % de la inversión se destina directamente a infraestructura; energía 55.1 %; salud 1.7 % y educación 1.8 %,b,juicio,55.3 / 55.1 / 1.7 / 1.8,Analíticos función × objeto PPEF 2022 (no en carpeta),,no_verificable,,,na,EM PPEF 2022 / analíticos no en carpeta. El cap. 5 dice 53.3 % (no 55.3 %) para infraestructura: inconsistencia interna.
V082,Resumen ejecutivo,Resumen Infraestructura (p.ix),El Tren Maya recibe 63.7 % más recursos que el año anterior,a,juicio,+63.7 % real,"CGPE 2022 p. 14 y 48 (Tren Maya +68.0 % real); p. 49 (63,231.6 mdp)",+68.0 % real,no,63.7 vs 68.0,transcripcion,no,"El cap. 5 dice 67.3 % (62,942 vs 37,633 mdp de 2022); el resumen 63.7 %: inconsistencia interna. El CGPE da 68.0 % con 63,231.6 mdp. No se declara la base ni el año de los pesos."
V083,Resumen ejecutivo,Resumen Infraestructura (p.ix),La inversión pública permanece 1.0 puntos del PIB por debajo del mínimo recomendado por el Banco Mundial (4.5 % del PIB),b/c,juicio,1.0 pp; 4.5 %,"Rozenberg y Fay (2019, externo); CGPE p. 102 (3.5 %)",4.5 − 3.5 = 1.0 pp,si,,,na,La referencia de 4.5 % es externa; la resta reproduce.
V084,Resumen ejecutivo,Resumen Educación (p.ix),El gasto educativo crece 1.9 % real en 2022 y como % del PIB decrece 0.06 pp para ubicarse en 3.1 %,a/b,juicio,+1.9 % real; 3.1 % PIB; −0.06 pp,"CGPE 2022 p. 49 (Educación, cultura y deporte 837.3 → 887.8 mmp de 2022, +2.2 %); p. 89 (función educación 3.1 % PIB 2021 a); EM PPEF 2022 funcional (no en carpeta)","883,929/28,129,300 = 3.14 %. Función educación 2022 no está en el CGPE; la acción «Educación, cultura y deporte» crece 2.2 % real",no_verificable,,,no,"EM PPEF 2022 (clasificación funcional) no en carpeta. El −0.06 pp reproduce sólo con el PIB revisado para 2021 (836.5 mmp de 2021 / 26,055.3 = 3.21 %); con el PIB de aprobación sería 3.35 %."
V085,Resumen ejecutivo,Resumen Educación (p.ix),Los recursos para la Reforma Educativa de 2019 equivalen a 1.1 % del gasto educativo; el gasto por alumno ha disminuido desde 2016,b/c,juicio,1.1 %,Analíticos por programa PPEF 2022 (no en carpeta); SEP (externo),,no_verificable,,,na,EM PPEF 2022 / analíticos no en carpeta; matrícula SEP externa.
V086,Resumen ejecutivo,Resumen Seguridad (p.ix),"Gasto en seguridad +1.8 % real, 1.2 % del PIB; policía +66.2 %; impartición de justicia +3.6 %; defensa −23.5 %",a/b,juicio,+1.8 %; 1.2 % PIB; 66.2; 3.6; −23.5,"Cuadro 9.1 CIEP (328,122.3 mdp); analíticos funcionales 2021–2022 (no en carpeta); CGPE p. 53 (finalidad gobierno +1.7 %)","328,122.3/28,129,300 = 1.17 % PIB. Subfunciones no en carpeta",no_verificable,,,si,"El 1.2 % reproduce con el cuadro 9.1. Las variaciones por subfunción requieren analíticos 2021 aprobado y 2022 (no en carpeta). La finalidad gobierno del CGPE crece 1.7 %, coherente en orden de magnitud con el 1.8 % de CIEP."
V087,Resumen ejecutivo,Resumen Cuidados (p.ix),"El SNC podría iniciar con 27,169.9 mdp: 0.4 % del PPEF, 0.1 % del PIB, +9 % real vs aprobado 2021",b,juicio,"27,169.9 mdp; 0.4 %; 0.1 %; +9 %",Metodología CIEP (2021) sobre analíticos por programa (no en carpeta),"27,169.9/7,088,250.3 = 0.38 %; /28,129,300 = 0.097 %",no_verificable,,,si,Los cocientes reproducen con el monto CIEP; el monto y la variación exigen el analítico por programa 2021 aprobado y 2022 (no en carpeta).
V088,Resumen ejecutivo,Resumen Cuidados (p.ix),El IMSS concentra 53.2 % del gasto en cuidado; 76 % se dirige a la niñez,b,juicio,53.2 %; 76 %,Metodología CIEP (2021); analíticos (no en carpeta),"20,655.4/27,169.9 = 76.0 %",no_verificable,,,na,Cociente 76 % reproduce con las cifras de CIEP; la descomposición por ejecutor no es verificable con la carpeta.
V089,Resumen ejecutivo,Resumen Pensiones (p.ix),"Gasto en pensiones 2022 de 1.4 billones de pesos, 5.1 % del PIB",b,juicio,1.4 billones; 5.1 % PIB,"CGPE 2022 p. 51 (pensiones y jubilaciones 1,172.3 mmp) y p. 49 (PBAM 238,014.7; discapacidad 18,037.5); p. 102 (4.2 % PIB pensiones y jubilaciones)","1,172,300 + 238,014.7 + 18,037.5 = 1,428,352 mdp = 5.08 % PIB",si,,,na,"El perímetro CIEP = pensiones y jubilaciones del CGPE (contributivas) + PBAM + pensión para personas con discapacidad (no contributivas, que el CGPE clasifica en subsidios y computa 4.2 % PIB sólo para contributivas)."
V090,Resumen ejecutivo,Resumen Pensiones (p.ix),"Crecimiento real de 13.2 % vs 2021, motivado por +9.8 % real en pensiones del IMSS, +18 % en pensiones de cuentas individuales y +69.2 % en la PBAM",a/b,juicio,13.2; 9.8; 18; 69.2,CGPE 2022 p. 14 (PBAM +69.2 % real); p. 51 (contributivas +6.2 %); PEF 2021 aprobado por programa y EM PPEF 2022 por institución (no en carpeta),"PBAM +69.2 % ✓. Con base PPEF 2021 (135,065.7 + 15,456.0) el total crece 13.4 %; el 13.2 exige la base PEF 2021 aprobado por programa (no en carpeta). IMSS +9.8 % y cuentas individuales +18 % no verificables (EM PPEF 2022)",no_verificable,,,si,Sólo el 69.2 % es restituible (CGPE p. 14). EM PPEF 2022 / analíticos no en carpeta para la desagregación por institución.
V091,Resumen ejecutivo,Resumen Medio ambiente (p.ix),"Protección ambiental aumenta 27 % real, fin de la tendencia decreciente desde 2014; 28 % de la población sin acceso diario al agua",a/b/c,juicio,+27 %; 28 %,"Analíticos funcionales 2021 aprobado y 2022 (no en carpeta); EM PPEF 2021 p. 203 (protección ambiental 13,187.4 mdp de 2021 PPEF); Grupo de Trabajo Transición Hacendaria (externo)","18,172/(13,187.4×1.037) = +32.9 % vs PPEF 2021; el 27.5 % implica base PEF 2021 de 13,744 mdp (no en carpeta)",no_verificable,,,si,Base PEF 2021 aprobado por función no en carpeta; con PPEF 2021 la variación sería +32.9 %. El 28 % es externo.
V092,Resumen ejecutivo,Resumen (p.ix–x) cierre,"Tres aspectos que preocupan: falta de redistribución, reducido espacio fiscal y efectos intergeneracionales",c,juicio,,,,,,,na,Juicio.
V093,Resumen ejecutivo,Resumen Parte III Deuda (p.x),"Techo de endeudamiento neto presupuestario de 875,570 mdp (3.1 % del PIB), +17.6 % real vs aprobado 2021",a,juicio,"875,570 mdp; 3.1 %; +17.6 %",CGPE 2022 p. 42 y 120; DEC art. 2,"Balance presupuestario −875,570.5 mdp; −3.1 % PIB; crecimiento real 17.6 % vs aprobado 2021 (−718,193.4)",si,,,si,Comparación ex ante vs ex ante como en el CGPE p. 120.
V094,Resumen ejecutivo,Resumen Parte III Deuda (p.x),"Déficit primario de 83,606 mdp (0.3 % del PIB) y costo financiero de 2.8 % del PIB",a,juicio,"83,606 mdp; 0.3 %; 2.8 %",CGPE 2022 p. 42 y 120,"Balance primario −83,606.6 mdp (−0.3 %); costo financiero 791,463.8 mdp (2.8 %)",si,,,na,
V095,Resumen ejecutivo,Resumen Parte III Deuda (p.x),"Déficit público total (con financiamiento fuera del presupuesto) de 996,568 mdp (3.4 % del PIB)",a/b,juicio,"996,568 mdp; 3.4 % PIB","CGPE 2022 p. 42, 120 (RFSP −996,568.8 mdp = −3.5 % PIB)","996,568.8/28,129,300 = 3.54 % → 3.5 %",no,3.4 vs 3.5,transcripcion,na,"El monto coincide; el porcentaje oficial es 3.5 (3.54). El 3.4 es el RFSP aprobado 2021, no el de 2022. Etiquetar el RFSP como «déficit público total» es nomenclatura CIEP."
V096,Resumen ejecutivo,Resumen Parte III Deuda (p.x),El SHRFSP se ancla en 51.0 % del PIB desde el cierre de 2021 y hasta 2027,a,juicio,51.0 % 2021–2027,CGPE 2022 p. 80 y 102,SHRFSP 51.0 % en 2021 est. y 2022–2027,si,,,na,
V097,Introducción,Introducción «Un año después» (p.xii),Restricción presupuestaria relajada con déficits primarios en 2021 y 2022; regreso a superávit primario en 2023; SHRFSP estable en 51 % del PIB,a/c,juicio,déficit primario 2021 y 2022; superávit 2023; 51 %,CGPE 2022 p. 16 (primario 2021 est. −0.4; 2022 −0.3); p. 80 (2023 +0.3; SHRFSP 51.0),"Primario −0.4 % (2021 est.), −0.3 % (2022), +0.3 % (2023); SHRFSP 51.0 %",si,,,na,Para 2021 el déficit primario es el estimado de cierre (el aprobado 2021 era +0.0). «La consistencia del marco es debatible» es juicio.
V098,Introducción,Introducción «Visión 2022» (p.xii),"Los ingresos proyectados difícilmente cubrirán pensiones, salud, educación, cuidados, seguridad e infraestructura; mantener un balance primario saludable será un reto",c,juicio,,,,,,,na,Juicio.
V099,3 Gasto público presupuestario,cap 3 párrafo inicial (p.15 impresa),"El gasto neto total propuesto para 2020 (sic) es de 7,088,250.3 mdp, 25.2 % del PIB",a/b,restitucion,"7,088,250.3 mdp; 25.2 %",DEC 2022 art. 2; CGPE p. 119,"7,088,250.3; 25.20 %",si,,,na,Errata: dice 2020 por 2022.
V100,3 Gasto público presupuestario,cap 3 párrafo inicial (p.15 impresa),74.0 % del gasto neto es presupuesto para programas específicos (programable) y 26.0 % compromisos (no programable),b,restitucion,74.0 % / 26.0 %,"CGPE 2022 p. 120 (programable devengado 5,247,296.4; no programable 1,840,953.9); DEC art. 2","5,247,296.4/7,088,250.3 = 74.0 %; 1,840,953.9/7,088,250.3 = 26.0 %",si,,,na,
V101,3 Gasto público presupuestario,cap 3 §3.1 Evolución (p.15 impresa),Incremento de 8.9 % en términos reales respecto del aprobado para 2021,b,restitucion,+8.9 % real,"DEC 2021 art. 2 (6,295,736.2); DEC 2022 art. 2 (7,088,250.3); CGPE p. 119 (deflactor 3.7); CGPE p. 120 (gasto neto pagado +8.6 %)","7,088,250.3/(6,295,736.2×1.037) = +8.6 %; con deflactor 3.4 (inflación dic/dic) = +8.9 %",no,8.9 vs 8.6,deflactor,no,El propio cuadro 3.3 de CIEP reporta 8.6 %. El 8.9 % reproduce con un deflactor de 3.4 % (inflación dic/dic 2022 o deflactor 2021 de los CGPE 2021) en lugar del deflactor del PIB 2022 de 3.7 %. No se declara el deflactor.
V102,3 Gasto público presupuestario,cap 3 §3.1 Evolución (p.15 impresa),Lo que equivale a un punto del PIB,b,restitucion,+1 pp PIB,"CGPE 2022 p. 39 (PIB 2021 a 24,983.9; revisado 26,055.3); p. 112",PEF 2021 25.2 % (PIB de aprobación) → 0.0 pp; 24.2 % (PIB revisado) → +1.0 pp,si,,,no,Reproduce sólo con el PIB revisado de 2021 (presentación CGPE p. 34); con el PIB de los CGPE 2021 (p. 16/112/120) no hay cambio. Ver fila del resumen.
V103,3 Gasto público presupuestario,cap 3 §3.1 Evolución (p.15 impresa),El PPEF es 1.2 puntos PIB menor a lo gastado en 2020,b,restitucion,−1.2 pp vs 2020 ejercido,Cuenta Pública 2020 (no en carpeta); CGPE 2022 p. 112 (gasto neto pagado 2020 26.0 % PIB; 2022 25.1 %),Con el CGPE (pagado): 26.0 − 25.1 = 0.9 pp,no_verificable,,,no,"Fuente ex post (Cuenta Pública 2020, gasto devengado). El CGPE sólo da el pagado (0.9 pp de diferencia). No se declara PIB ni concepto."
V104,3 Gasto público presupuestario,cap 3 §3.1 Evolución (p.15 impresa),"Respecto a lo ejercido en años previos se mantiene la proporción del PIB de Desarrollo Económico; el resto presenta reducciones, excepto Protección Social",b/c,restitucion,,Cuenta Pública 2014–2020 (no en carpeta); CGPE 2022 p. 89 (series % PIB) y p. 53,"CGPE p. 89: desarrollo económico 6.4 (2015) … 5.1 (2020), 4.8 (2021 a); 2022: 1,392.3/28,129.3 = 4.9 %. Protección social 3.7 (2015) → 5.1 (2021 a); 2022: 1,477.2/28,129.3 = 5.3 %",no_verificable,,,no,Fuente ex post (Cuenta Pública). Con la serie del CGPE la lectura es compatible: desarrollo económico 4.9 % vs 4.8–5.1 % recientes; protección social al alza. Figura 3.1 no verificable.
V105,3 Gasto público presupuestario,cap 3 §3.1 ¿Quién gasta? (p.15 impresa),Tres cuartas partes del presupuesto se ejecutan a través de 13 de los 47 ramos,b,restitucion,13 de 47 ramos; 3/4,DEC 2022 Anexo 1 p. 53–55; cuadros 3.1–3.2 CIEP,"Anexo 1 lista 44 ramos (8 autónomos + INEGI + TFJA + 26 administrativos + 8 generales con monto) más 4 entidades (IMSS, ISSSTE, Pemex, CFE) = 48; con Ramo 29 (en cero) 49. Los cuadros marcan 12 ramos con *, que suman 66.3 % del gasto neto (R19 neto) o 79.0 % (R19 bruto)",no,13/47 y 74–75 % vs 12 marcados / 48 ramos y entidades / 66.3–79.0 %,perimetro,na,Ni el conteo ni la suma reproducen con los ramos marcados; la afirmación de «tres cuartas partes» coincide con la participación del gasto programable (74.0 %).
V106,3 Gasto público presupuestario,cap 3 §3.1 ¿Quién gasta? (p.15 impresa),Sedena tiene una disminución de 10.8 % real,a,restitucion,−10.8 %,CGPE 2022 p. 118 (Defensa Nacional PEF a 116.7 → 104.1 mmp de 2022),−10.8 % real vs PEF 2021,si,,,si,
V107,3 Gasto público presupuestario,cap 3 §3.1 ¿Quién gasta? (p.15 impresa),"Reducciones mayores al 10 %: Economía, SEDATU e INE",a,restitucion,">10 % en SE, SEDATU, INE",CGPE 2022 p. 118,Economía −31.4 %; SEDATU −25.3 %; INE −11.4 % (vs PEF),si,,,si,Además INEGI +38.4 % y Defensa −10.8 % son los únicos otros ramos con |variación| > 10 % a la baja; la enumeración es correcta.
V108,3 Gasto público presupuestario,cap 3 §3.1 ¿Quién gasta? (p.15 impresa),"Mayores incrementos en Bienestar, SECTUR y entidades no sectorizadas",a,restitucion,"Bienestar, Turismo, no sectorizadas",CGPE 2022 p. 118,Turismo +64.0 %; entidades no sectorizadas +50.3 %; Bienestar +48.1 % (vs PEF); siguen SSPC +41.9 % y Salud +27.6 %,si,,,si,
V109,3 Gasto público presupuestario,cap 3 §3.1 ¿En qué se gasta? (p.16 impresa),"Bienes muebles, inmuebles e intangibles disminuyen 6.1 % real, una décima del PIB",b,restitucion,−6.1 %; 0.1 % PIB,Analíticos por objeto de gasto 2021 aprobado y 2022 (no en carpeta),,no_verificable,,,si,EM PPEF 2022 / analíticos no en carpeta.
V110,3 Gasto público presupuestario,cap 3 §3.1 ¿En qué se gasta? (p.16 impresa),Capítulo 7000 Inversión financiera: +79.4 % vs aprobado 2021 y +58.3 % vs ejercido 2020; se destina a los megaproyectos,b/c,restitucion,+79.4 %; +58.3 %,Analíticos por objeto (no en carpeta); Cuenta Pública 2020 (no en carpeta); CGPE p. 51 (inversión financiera y otros −3.8 %),CGPE clasificación económica: inversión financiera y otros 111.2 → 106.9 = −3.8 % real,no_verificable,,,si,Analíticos no en carpeta; fuente ex post para 2020. El signo contrario del CGPE (−3.8 %) indica que el capítulo 7000 de CIEP incluye las provisiones 7900 que el CGPE reclasifica.
V111,3 Gasto público presupuestario,cap 3 §3.1 ¿En qué se gasta? (p.16 impresa),85.5 % de las empresas reportó afectaciones y sólo 4 de cada 100 recibió apoyo (INEGI 2021c),a,restitucion,85.5 %; 4 de 100,INEGI ECOVID-IE (externo),,no_verificable,,,na,Fuente externa (INEGI).
V112,3 Gasto público presupuestario,cap 3 §3.1 ¿En qué se gasta? (p.16 impresa),Microcréditos para el Bienestar y Apoyo Financiero a Microempresas Familiares se eliminan en 2022,a,restitucion,2 programas eliminados,Analíticos por programa PPEF 2022 (no en carpeta),,no_verificable,,,na,EM PPEF 2022 / analíticos no en carpeta. Ninguno de los dos aparece en la lista de programas prioritarios del CGPE p. 49.
V113,3 Gasto público presupuestario,cap 3 §3.1 ¿En qué se gasta? (p.16 impresa),Los ingresos laborales disminuyeron en 9 de cada 10 hogares de 2018 a 2020 (ENIGH 2020),a,restitucion,9 de 10 hogares,INEGI ENIGH 2020 (externo),,no_verificable,,,na,Fuente externa (ENIGH).
V114,3 Gasto público presupuestario,cap 3 §3.1 ¿En qué se gasta? (p.16 impresa),Sembrando Vida −1.9 % y Jóvenes Construyendo el Futuro −9.8 %; Producción para el Bienestar sin variación,b,restitucion,−1.9 %; −9.8 %; 0 %,"CGPE 2022 p. 49 (SV 29,446.9; JCF 21,196.6; PpB 14,006.7); CGPE 2021 p. 54 (PPEF 2021: SV 28,929.9; JCF 20,600.1; PpB 13,500.0); PEF 2021 aprobado por programa (no en carpeta)","Con base PPEF 2021: SV 29,446.9/(28,929.9×1.037) = −1.8 %; JCF 21,196.6/(20,600.1×1.037) = −0.8 %; PpB 14,006.7/(13,500×1.037) = +0.1 %",no_verificable,,,si,"La base declarada es el PEF 2021 aprobado por programa, que no está en carpeta. SV y PpB reproducen con el PPEF 2021; JCF −9.8 % implicaría un aprobado 2021 de ~22,660 mdp, 10 % superior al proyecto: no verificable."
V115,3 Gasto público presupuestario,cap 3 §3.2 Incidencia (p.17 impresa),En México se invierte 3.4 % del PIB más en adultos mayores que en la niñez,b,mixta,3.4 pp,Simulador Fiscal CIEP v5 (externo),3.9 − 0.5 = 3.4 pp (aritmética interna),no_verificable,,,na,La resta reproduce con las cifras del mismo párrafo; los insumos son del Simulador Fiscal CIEP (externo). Sección «Incidencia» = mixta.
V116,3 Gasto público presupuestario,cap 3 §3.2 Incidencia (p.17 impresa),"Presupuesto distribuible 2022 por edad: 0.5 % PIB (0–4), 3.24 % (5–17), 1.16 % (18–24), 5.6 % (25–64), 3.9 % (65+)",a/c,mixta,0.5 / 3.24 / 1.16 / 5.6 / 3.9 % PIB,Simulador Fiscal CIEP v5 (externo),Suma 14.4 % del PIB,no_verificable,,,na,Fuente externa; figura 3.2 no verificable.
V117,3 Gasto público presupuestario,cap 3 §3.3 Implicaciones (p.17 impresa),El PPEF 2022 se encausa a transferencias y megaproyectos; queda lejos de un impulso al crecimiento de largo plazo,c,juicio,,,,,,,na,Juicio.
