id,capitulo,seccion,afirmacion,tipo,tier_seccion,valor_ciep,fuente_oficial,valor_oficial,coincide,discrepancia,tipo_error,contrafactual_explicito,nota
V065,Cap. 8 Gasto en educación,8.2 (p. 46),El aumento del gasto por alumno en EB es resultado de 1.8 millones de NNA menos en las escuelas,b,restitucion,−1.8 millones,"Figura 8.2 y cuadros del propio documento; Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Denominador implícito de la propia Figura 8.2: 2023 = (589,264.0 x 1.048)/28,738 = 21.489 millones; 2024 = 637,503/29,545 = 21.577 millones. SUBE 88 mil, no baja 1.8 millones",no,1.9 millones y el signo,objeto,no,"Contradicción entre la lámina y el texto. El gasto por alumno de EB sube 2.81 % mientras el gasto de EB sube 3.23 % real: la matrícula implícita CRECE 0.41 %. El aumento por alumno se explica por el presupuesto, no por menos niños. Además los denominadores implícitos de los tres niveles crecen exactamente 0.41 % (EB 0.413, EMS 0.412, ES 0.413), lo que indica un solo factor común de crecimiento poblacional y no matrícula por nivel."
V066,Cap. 8 Gasto en educación,8.2 (p. 46),Se continúa con la insuficiencia presupuestaria para la educación inicial; este nivel concentraría 1.1 % de los recursos de EB,b,restitucion,1.1 %,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","S312 Expansión de la Educación Inicial 866.5 + E066 Educación Inicial y Básica Comunitaria 5,836.6 = 6,703.1; /637,503 = 1.05 %",si,,,na,"Cierra con el redondeo. E066 es mayoritariamente básica comunitaria, no inicial; con solo S312 la razón sería 0.14 %. El perímetro de educación inicial no se declara."
V067,Cap. 8 Gasto en educación,8.2 (p. 46),El Programa de Becas de EB Benito Juárez presenta solamente un aumento de 0.02 %,b,restitucion,+0.02 %,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto); DEC 2024 Anexo 18","S072 proyecto: 34,922.1 → 36,607.4; 36,607.4/34,922.1/1.048 = 1.0002",si,,,si,"Contrafactual explícito y exacto; confirma el deflactor 1.0480 de CIEP. En el PEF aprobado el mismo programa crece +36.3 % real (49,869.8): toda la reasignación de la Cámara al Ramo 11 fue a este programa."
V068,Cap. 8 Gasto en educación,8.2 (p. 46),"7 de cada 10 estudiantes del decil I asisten a secundaria, 9 de cada 10 en el decil X",a,restitucion,7/10; 9/10,INEGI 2023 (externa),,no_verificable,,,na,
V069,Cap. 8 Gasto en educación,8.2 (p. 46),El gasto propuesto para EMS alcanza 145 mil 421 mdp,b,restitucion,"145,421","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Subfunción 2 Educación media superior: aprobado 145,417.1; proyecto 145,417.1 + 3.9 (recorte de la Cámara en FAM IE media superior) = 145,421.0",si,,,na,"PEF aprobado, no proyecto."
V070,Cap. 8 Gasto en educación,8.2 (p. 46),Esto es 1.5 % menor al PEF 2023,b,restitucion,−1.5 %,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","145,421.0 / 140,856.0 / 1.048 = 0.9851",si,,,si,Contrafactual explícito. La media superior es el único nivel que cae en términos reales.
V071,Cap. 8 Gasto en educación,8.2 (p. 46),Cuatro de los 19 PPs presentan reducciones,b,restitucion,4 de 19,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Subfunción 2: 19 programas presupuestarios, 4 con variación real negativa",si,,,si,Coincide en ambos números.
V072,Cap. 8 Gasto en educación,8.2 (p. 46),"Subsidios para organismos descentralizados estatales presenta la mayor reducción, con 3 mil 17 mdp menos",b,restitucion,"−3,017","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","U006 en subfunción 2: 35,047.5 → 33,712.4; real −3,017.4; nominal −1,335.1",si,,,no,"Variación real presentada como reducción de nivel. El mismo programa CRECE 3,044 en la subfunción de educación superior (V083): U006 se reasigna entre niveles, no se recorta."
V073,Cap. 8 Gasto en educación,8.2 (p. 46),La reducción se reflejó en una caída de 1.9 % en el gasto por estudiante,b,restitucion,−1.9 %,Figura 8.2 del propio documento,"34,964 → 34,303 = −1.89 %",si,,,si,Consistente con la lámina.
V074,Cap. 8 Gasto en educación,8.2 (p. 46),"La Beca universal para estudiantes de EMS Benito Juárez concentra 39 mil 367 mdp, siendo el segundo programa más importante",b,restitucion,"39,367; 2º","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","S311: 39,366.6. Dentro de la subfunción 2: E007 Servicios de EMS 56,579.1 > S311 39,366.6 > U006 33,712.4",si,,,na,"Cierto dentro de la subfunción de media superior. En el Ramo 11 completo S311 es el quinto programa (tras U006, E010, E007 y, en el aprobado, S072). El perímetro del ranking no se declara."
V075,Cap. 8 Gasto en educación,8.2 (p. 46),"5 de cada 10 estudiantes del decil I asisten a EMS, 8 de cada 10 en el decil X",a,restitucion,5/10; 8/10,INEGI 2023 (externa),,no_verificable,,,na,
V076,Cap. 8 Gasto en educación,8.2 (p. 46),El gasto propuesto para ES asciende a 165 mil 495 mdp,b,restitucion,"165,495","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Subfunción 3 Educación superior: aprobado 165,466.5; proyecto 165,466.5 + 28.5 (recorte de la Cámara en FAM IE superior) = 165,495.0",si,,,na,"PEF aprobado, no proyecto."
V077,Cap. 8 Gasto en educación,8.2 (p. 46),Esto es 3.2 % más que el PEF 2023,b,restitucion,+3.2 %,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","165,495.0 / 153,078.8 / 1.048 = 1.0316",si,,,si,Contrafactual explícito.
V078,Cap. 8 Gasto en educación,8.2 (p. 46),"Solamente tres de las 23 unidades responsables de esta subfunción presentan recortes: El Colegio de México, el IPN y la Dirección General de Programación",b,restitucion,3 de 23,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Subfunción 3: 23 URs con asignación en 2024; con variación real negativa exactamente tres, las tres nombradas (416 DGPP A −6,402.5; B00 IPN −97.0; L8K Colmex −0.2)",si,,,si,"Coincide en los dos números y en los tres nombres. Advertencia de objeto: el recorte de la Dirección General de Programación y Presupuesto A (416) es una renumeración administrativa, no un recorte. La UR 416 desaparece con 6,109.2 en 2023 y aparece la UR 420 Dirección General de Programación y Presupuesto C con 6,276.5 en 2024. Considerados juntos el movimiento real es −126.0, no −6,402.5. El conteo es correcto y la lectura induce a error."
V079,Cap. 8 Gasto en educación,8.2 (p. 46),Resalta el aumento de 440 mdp para el Patronato de Obras e Instalaciones del IPN,b,restitucion,440,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","UR MGC Patronato de Obras del IPN en K009: 0.2 en 2023 → 440.1 en 2024; UR completa 46.3 → 489.0, real +440.5",si,,,no,
V080,Cap. 8 Gasto en educación,Nota al pie 13 (p. 46),"El Programa de infraestructura social del sector educativo cuenta en total con 891 mdp, 517 mdp más que en 2023",b,restitucion,891; +517,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","K009 Proyectos de infraestructura social del sector educativo, Ramo 11: 145.0 en 2023 y 1,170.0 en 2024; real +1,018.0",no,279 mdp en nivel; 501 mdp en variación,transcripcion,no,"No reconstruye por ningún perímetro probado. La Cámara no modificó K009 (su reasignación al Ramo 11 fue íntegra a S072), así que proyecto y aprobado coinciden en 1,170.0. Una base de 2023 de 374 mdp deflactados haría cerrar el +517, pero el PEF 2023 asigna 145.0 a este programa, repartidos entre la UAM (137.9) y el Cinvestav (7.2)."
V081,Cap. 8 Gasto en educación,8.2 (p. 46),Resalta el aumento de 3 mil 44 mdp para Subsidios para organismos descentralizados estatales,b,restitucion,"3,044","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","U006 en subfunción 3: 69,057.6 → 75,416.5; real +3,044.1",si,,,no,"Variación real. Junto con V072 muestra que U006 se mueve de media superior a superior: −3,017 y +3,044 en el mismo programa."
V082,Cap. 8 Gasto en educación,8.2 (p. 46),"El gasto por estudiante en ES ascendería a $60,257 pesos",b,restitucion,"60,257",Figura 8.2 del propio documento,Coincide con el rótulo de 2024 de la Figura 8.2,si,,,no,"Denominador implícito 2.747 millones, no declarado."
V083,Cap. 8 Gasto en educación,8.2 (p. 46),Desde 2019 la matrícula pública de ES aumentó en 81 mil 670 estudiantes y para los primeros ocho deciles,a,restitucion,"81,670",SEP / INEGI (externa),,no_verificable,,,si,Fuente externa. Es la única cifra de matrícula del capítulo y no se usa como denominador de ninguna razón.
V084,Cap. 8 Gasto en educación,8.2 (p. 46),Este nivel presenta la mayor desigualdad en el acceso entre el decil I (13.1 %) y el X (57.2 %),a,restitucion,13.1 / 57.2,INEGI 2023 (externa),,no_verificable,,,na,
V085,Cap. 8 Gasto en educación,8.2 (p. 46),El presupuesto para Posgrado incrementaría 1.9 % respecto a 2023,b,restitucion,+1.9 %,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Subfunción 4 Posgrado: 9,665.2 → 10,322.0; 10,322.0/9,665.2/1.048 = 1.0190",si,,,si,"Contrafactual explícito. La Cámara no tocó esta subfunción, así que proyecto = aprobado."
V086,Cap. 8 Gasto en educación,8.2 (p. 46),El monto propuesto para Posgrado es mil 205 mdp menos que en 2016,b,restitucion,"−1,205",Cuenta Pública 2016 (no en carpeta),,no_verificable,,,si,
V087,Cap. 8 Gasto en educación,8.2 (p. 46),El presupuesto de Educación para adultos alcanzaría 5 mil 452 mdp,b,restitucion,"5,452","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Subfunción 5 Educación para adultos: 5,452.1",si,,,na,"Proyecto = aprobado. Se reparte entre el Ramo 11 (INEA 1,858.3) y el Ramo 33 (FAETA adultos 3,593.8)."
V088,Cap. 8 Gasto en educación,8.2 (p. 46),Esto sería 21.6 % menor a lo ejercido en 2018,b,restitucion,−21.6 %,Cuenta Pública 2018 (no en carpeta),,no_verificable,,,si,"Contrafactual explícito pero cambia de base: compara un proyecto contra un ejercido, mezcla que el resto del capítulo evita."
V089,Cap. 8 Gasto en educación,8.2 (p. 46),De 2018 a 2022 la primaria y secundaria para mayores de 15 años cayó 288 mil personas y la población de 18 años o más en media superior disminuyó en 277 mil,a,restitucion,−288 mil; −277 mil,INEGI 2023 (externa),,no_verificable,,,si,
V090,Cap. 8 Gasto en educación,8.2 (p. 46),"El presupuesto para Cultura, deporte y recreación alcanza 24 mil 542 mdp",b,restitucion,"24,542","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Finalidad 2, función 4 Recreación, cultura y otras manifestaciones sociales, Gobierno Federal: 24,541.9",si,,,na,"Reconstrucción exacta con la función completa, que cruza los ramos 48, 11 y otros. Proyecto = aprobado."
V091,Cap. 8 Gasto en educación,8.2 (p. 46),El 47.4 % de estos recursos se destinarían a Desarrollo cultural y a la Adquisición de terrenos de zonas arqueológicas,b,restitucion,47.4 %,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","E011 Desarrollo Cultural 8,357.8 + Provisiones para la adquisición de terrenos de Zonas Arqueológicas 3,274.7 = 11,632.5; /24,541.9 = 47.4 %",si,,,na,Cierra al décimo con los dos programas nombrados.
V092,Cap. 8 Gasto en educación,8.2 (p. 46),"El presupuesto para Ciencia, tecnología e innovación alcanza 52 mil 150 mdp",b,restitucion,"52,150","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Ramo 38 en función CTI 33,085.1 + Ramo 11 en función CTI 19,064.4 = 52,149.5",si,,,na,"Reconstruye al mdp con el perímetro de dos ramos. La función Ciencia, Tecnología e Innovación del Gobierno Federal completa vale 60,385.7: CIEP omite los ramos 08 (1,871.0), 12 (2,799.4) y 23 (1,805.5). El perímetro no se declara aquí, aunque la nota 10 lo declara para el agregado educativo."
V093,Cap. 8 Gasto en educación,8.2 (p. 46),Esto es 24.7 % menor a 2016,b,restitucion,−24.7 %,Cuenta Pública 2016 (no en carpeta),,no_verificable,,,si,
V094,Cap. 8 Gasto en educación,8.2 (p. 46),Continúan sin asignarse recursos a la innovación,b,restitucion,0,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Subfunción 4 Innovación: 0 en los ramos 11 y 38 en 2023 y 2024. En el Gobierno Federal completo 1,805.5 en 2024 (3,170.3 en 2023), íntegramente en el Ramo 23 Provisiones Salariales y Económicas",si,,,no,"Cierto dentro del perímetro de dos ramos que CIEP usa para CTI. Con el Gobierno Federal completo la subfunción Innovación sí tiene asignación, aunque como provisión del Ramo 23 y en caída real de 43 %."
V095,Cap. 8 Gasto en educación,8.3 (p. 47),El financiamiento es una de las condiciones mínimas para la enseñanza,c,juicio,,BID 2022 (externa),,no_verificable,,,na,
V096,Cap. 8 Gasto en educación,8.3 (p. 47),"En el PPEF 2024, en términos absolutos, el monto propuesto es el segundo más alto desde 2016",b,restitucion,2º desde 2016,Serie 2016-2024,,no_verificable,,,no,Ver V035.
V097,Cap. 8 Gasto en educación,8.3 (p. 47),El aumento no es consistente en términos del PIB y del gasto neto total,b,restitucion,,,,no,ver V026,objeto,no,Cierto para el gasto neto total (12.27 → 12.10) y falso para el PIB con base homogénea (3.187 → 3.190). Ver V026.
V098,Cap. 8 Gasto en educación,8.3 (p. 47),Se mantendría una brecha presupuestaria de 0.81 puntos del PIB respecto a la recomendación internacional de destinar entre 4 y 6 % del PIB,b,juicio,0.81 pp,BID 2022 (externa),4.00 − 3.19 = 0.81,si,,,si,Ver V030. La brecha se calcula contra el límite inferior del rango y con el perímetro propio de CIEP.
V099,Cap. 8 Gasto en educación,8.3 (p. 47),En comparación al PEF 2023 el presupuesto se incrementaría en 29 mil 81 mdp,b,restitucion,"+29,081","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Variación real +29,081.0; nominal +77,972.4",si,,,no,Ver V036.
V100,Cap. 8 Gasto en educación,8.3 (p. 47),"85.5 % de este aumento se concentra en cuatro PPs: prestaciones laborales +21,546, apoyo administrativo +1,385 y servicios de EB en la CDMX +1,926",b,restitucion,"21,546 / 1,385 / 1,926","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Prestaciones laborales (FONE servicios personales + previsiones salariales del FONE) real +21,545.4 ✓; apoyo administrativo 1,360.9 según su propia nota ✗; EB CDMX +1,925.5 ✓",aprox,24 mdp,,no,Dos de los tres sumandos son exactos. El de apoyo administrativo contradice la nota al pie 15 (ver V040).
V101,Cap. 8 Gasto en educación,Nota al pie 14 (p. 47),FONE servicios personales incrementaría en 18 mil 206 mdp y Previsiones salariales y económicas del FONE en 3 mil 340 mdp,b,restitucion,"18,206 + 3,340","Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)","Real: +18,205.5 y +3,339.9; suman 21,545.4",si,,,no,"Los dos sumandos y su total cierran al mdp. Todos son variaciones reales en pesos de 2024, sin declararlo."
V102,Cap. 8 Gasto en educación,8.3 (p. 47),Estos incrementos no garantizan un gasto por estudiante mayor a los niveles de 2016 en EMS y Educación Superior,b,restitucion,EMS y ES < 2016,Figura 8.2 del propio documento,"EMS 34,303 < 35,693; ES 60,257 < 73,513",si,,,si,Correctamente acotado a EMS y ES. El capítulo 13 repite la afirmación sin la acotación (ver V107).
V103,Cap. 8 Gasto en educación,8.3 (p. 47),El gasto en EB sí incrementa por mayores recursos para previsiones salariales y una menor matrícula,b,restitucion,menor matrícula,"Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto); Figura 8.2",La matrícula implícita de la propia Figura 8.2 sube 0.41 % entre 2023 y 2024,no,el signo del mecanismo,objeto,no,"Segunda aparición de la contradicción de V065, ahora en las implicaciones. La mitad de la afirmación es correcta (previsiones salariales) y la otra mitad la desmiente su propia lámina."
V104,Cap. 8 Gasto en educación,8.3 (p. 47),"El gasto educativo de 2024 no impulsa una visión hacia el futuro; debería centrarse en aptitudes básicas, primera infancia y aptitudes para el mercado laboral",c,juicio,,"BM 2017, Naciones Unidas 2023 (externas)",,no_verificable,,,na,"Normativo, correctamente marcado como tal y con fuente."
V105,Cap. 13 Implicaciones de política pública,13.4 (p. 76),En el PPEF 2024 el monto propuesto para educación es el segundo más alto desde 2016,b,restitucion,2º desde 2016,Serie 2016-2024,,no_verificable,,,no,Ver V035.
V106,Cap. 13 Implicaciones de política pública,13.4 (p. 76),"Se concentra en Prestaciones laborales, servicios personales y Previsiones salariales y económicas",b,restitucion,,"+Analítico PEF aprobado 2023 y 2024 (GF, ramo x PP x UR x objeto)",74.1 % del aumento real corresponde a FONE servicios personales y previsiones salariales del FONE,si,,,no,
V107,Cap. 13 Implicaciones de política pública,13.4 (p. 76),Por lo que no se garantiza un gasto por estudiante mayor a los niveles de 2016,b,restitucion,ningún nivel > 2016,Figura 8.2 del propio documento,"EB 29,545 > 28,482 en 2016; EMS y ES sí quedan por debajo",no,un nivel de tres,perimetro,no,"El capítulo 8 acota la afirmación a EMS y ES (V102); el capítulo 13 la enuncia sin acotar y queda contradicha por la propia Figura 8.2, cuyo titular es que la EB alcanza su nivel más alto de la serie. La afirmación pierde su calificador al pasar del capítulo sectorial a las implicaciones."
V108,Cap. 13 Implicaciones de política pública,13 encabezado (p. 75),El espacio fiscal cayó 60 % de 2023 a 2024,b,juicio,−60 %,Presentación p. v del propio documento (2.0 % → 0.9 % del PIB),2.0 → 0.9 es una caída de 55.0 %,no,5 pp de la tasa,transcripcion,si,Contradicción interna entre la presentación y el capítulo 13. Una caída de 60 % exigiría 2.25 → 0.9 o 2.0 → 0.8. El espacio fiscal es además una construcción propia sin definición oficial (ver V005).
V109,Cap. 13 Implicaciones de política pública,13.3 (p. 76),"Se propone gastar más de 9 billones de pesos, de los cuales el 80 % ya se encuentra comprometido para pagar pensiones, gasto federalizado y costo de la deuda",b,juicio,80 %,DEC 2024 art. 2; CGPE 2024 p. 117,"Pensiones perímetro amplio 1,991.9 + gasto federalizado 2,563.3 + costo financiero 1,264.0 = 5,819.2 mmp = 64.2 % de 9,066.0. Con pensiones por clasificación económica: 58.7 %",no_verificable,16 pp sin explicar,,no,"No se reconstruye con ninguna combinación de los tres conceptos nombrados. Llegar a 80 % exige agregar al menos 1.4 billones más (servicios personales, amortizaciones o participaciones ya contadas), que la frase no menciona. CIEP no publica la definición de comprometido."
V110,Cap. 13 Implicaciones de política pública,13.3 (p. 76),"Se propone un gasto de 5.8 % del PIB en pensiones, el doble de lo que se dirige al sistema de salud universal",b,restitucion,5.8 %; el doble,CGPE 2024 p. 117-118,"Pensiones perímetro amplio 1,991.9 mmp / 34,374.5 = 5.79 %; salud 2.88 %; razón 2.01",si,,,na,Cierra. Aquí sí queda implícito el perímetro amplio de pensiones que el capítulo 8 usa sin declarar (V044).
V111,Cap. 13 Implicaciones de política pública,13.3 (p. 76),No hay crecimiento económico que permita pagar pensiones que crecen por arriba del 7 % anual,b,restitucion,+7 %,CGPE 2024 p. 117,"Pensiones por clasificación económica 1,397.2 → 1,499.0 mmp de 2024: +7.3 % real",si,,,si,
V112,Cap. 13 Implicaciones de política pública,13.4 (p. 76),"El gasto en inversión pública representa 3.2 % del PIB y 12.2 del PPEF, con una disminución del 11.1 % real",b,restitucion,3.2 %; 12.2; −11.1 %,CGPE 2024 p. 117-119,"Gasto de inversión 1,108.4 mmp: /34,374.5 = 3.22 %; /9,066.0 = 12.2 %; variación real −11.1 %",si,,,si,"Los tres cierran. Advertencia de perímetro: la inversión FÍSICA cae −23.0 % real (1,153.5 → 888.8); CIEP usa el agregado más benigno de los dos y no dice cuál."
V113,Cap. 13 Implicaciones de política pública,13.2 (p. 75),La SHCP prevé que por cada 100 puntos base que suba la tasa de interés el costo financiero del Gobierno Federal incrementaría en 30 mil 500 mdp,b,restitucion,"30,500",CGPE 2024 p. 82,"Sensibilidad de 100 pb = 30,500 mdp",si,,,na,"La sensibilidad del CGPE es del sector público e incluye el IPAB, no solo del Gobierno Federal."
V114,Cap. 13 Implicaciones de política pública,13.2 (p. 75),El gobierno federal realizará una aportación de capital a Pemex por 145 mmdp para el pago de amortizaciones,b,restitucion,145 mmdp,CGPE 2024 p. 49,"Aportación de 145,000 mdp, con efecto neutral declarado sobre el balance",si,,,na,"La Cámara sustituyó esta aportación por renta petrolera retenida: el Ramo 18 baja 25,442.9 y la LIF sube el ingreso propio de Pemex en el mismo monto."
V115,Cap. 13 Implicaciones de política pública,13.2 (p. 75),El costo financiero para Pemex y CFE sería menor a lo aprobado para 2023 en 7.6 % y 6.4 %,b,restitucion,−7.6 / −6.4,Desglose del costo financiero por entidad,,no_verificable,,,si,No reconstruido en esta corrida. El resumen ejecutivo da −7.4 % para el conjunto de las EPE (V022).
