id,capitulo,seccion,afirmacion,tipo,tier_seccion,valor_ciep,fuente_oficial,valor_oficial,coincide,discrepancia,tipo_error,contrafactual_explicito,nota
V054,12 Endeudamiento y deuda,Infografía texto (p. 74),"El monto del SHRFSP seguirá creciendo en términos per cápita, con tasas efectivas en el pago de la deuda a la baja",b/c,mixta,,CONAPO (externo); CGPE 2023 p. 134 (Cetes 8.95 → 5.50),La baja de tasas efectivas es congruente con la senda oficial de Cetes; per cápita requiere población,no_verificable,,,no,
V055,12 Endeudamiento y deuda,§12 apertura (p. 75),La LFPRH art. 17 establece que ILIF y PPEF deberán contribuir al equilibrio presupuestario; solo circunstancialmente se podrá prever déficit,a,restitucion,art. 17 LFPRH,LFPRH art. 17 (Congreso); SHCP (2023) p. 3; CGPE 2023 p. 67,Paráfrasis fiel,si,,,na,
V056,12 Endeudamiento y deuda,§12 apertura (p. 75),Los CGPE estiman que el SHRFSP se mantenga en 49.4 % de 2023 a 2028 sin especificar los ingresos necesarios para lograr un déficit presupuestario constante en 2.2 % del PIB,a/c,restitucion,49.4; déficit 2.2,"CGPE 2023 p. 101, 135, 137–138 (balance público −2.2 % en 2024–2028; balance no presupuestario 0.0; supuestos de resultado) (SHCP); SHCP (2023) p. 26 (balance presupuestario = público si el no presupuestario es cero)","49.4 ✓; −2.2 ✓ (el CGPE lo llama balance público; coincide con el presupuestario porque el no presupuestario es 0.0); los supuestos de p. 137–138 son de resultado, no de instrumento ✓",si,,,na,"Nomenclatura: CIEP dice 'déficit presupuestario', el CGPE 'balance público'; mismo objeto en 2023–2028."
V057,12 Endeudamiento y deuda,§12 apertura (p. 75),"En términos per cápita el SHRFSP crecería 3.2 % real, de 114,574 pesos por habitante en 2022 a 118,208 en 2023",b,mixta,"114,574; 118,208; 3.2 %","CONAPO (externo); CGPE 2023 p. 134–135 (SHRFSP 14,209 mmp en 2022 y 15,512 en 2023)","118,208/114,574 = +3.17 % ✓ (interno); población implícita ≈130.2 y 131.2 millones; nivel no verificable",no_verificable,,,si,"Aritmética interna consistente; el §12.2 da 114,732 para 2022 (V068)."
V058,12 Endeudamiento y deuda,§12.1 (p. 75),"Los CGPE proponen un déficit presupuestario de 1,176,173.8 mdp, 3.7 % del PIB, +22.4 % real respecto a la LIF 2022",a/b,restitucion,"1,176,173.8; 3.7; 22.4","ILIF 2023 art. 1o. numeral 0 ('Ingresos derivados de financiamientos' 1,176,173.8 = déficit 1,134,140.7 + diferimiento de pagos 42,033.1); DEC 2023 art. 2 (déficit presupuestario 1,134,140.7 = 3.6 %); CGPE p. 69 (Ejecutivo/SHCP); ILIF 2022 numeral 0 = 915,615.2","1,176,173.8 son los financiamientos, no el déficit; 3.75 % ✓ aritmética; 1,176,173.8/(915,615.2 × 1.05) = +22.3 % ✓; el déficit presupuestario oficial es 1,134,140.7 (3.6 %), +23.4 % real",no,"1,176,173.8 (financiamientos) llamado déficit presupuestario; 3.7 vs 3.6",objeto,si,La nota 27 de CIEP reconoce que 'descontando los diferimientos' el requerimiento presupuestario es 3.6 %: el objeto correcto está en la nota y el incorrecto en el texto.
V059,12 Endeudamiento y deuda,§12.1 (p. 75),"RFSP de 4.1 % del PIB, los mayores observados desde 2015",a/b,restitucion,4.1; mayores desde 2015,"CGPE 2023 p. 120 (2016–2022e: 2.8, 1.1, 2.2, 1.8, 3.9, 3.8, 3.8); CGPE 2022 p. 84 (2015: 4.0) (SHCP)",4.1 ✓; máximo desde 2015 (4.0) ✓; compara un proyecto con observados,si,,,no,Proyecto 2023 contra serie observada; no lo dice.
V060,12 Endeudamiento y deuda,§12.1 (p. 75),Para 2023 la ILIF 2023 no considera déficit para las EPE,a,restitucion,0,CGPE 2023 p. 68–69 (Pemex 0.0; CFE 0.0) (SHCP); ILIF art. 1o. numeral 0.05 (0.0),0.0 ✓,si,,,na,
V061,12 Endeudamiento y deuda,§12.1 nota 28 (p. 75),"Las necesidades fuera de presupuesto incluyen Pidiregas, FONADIN, banca de desarrollo y fondos de fomento y el componente indexado de la deuda",a,restitucion,lista de componentes,"CGPE 2023 p. 66–67, 135 (Pidiregas 0.14, IPAB 0.10, adecuaciones 0.23, deudores 0.01, banca −0.01) (SHCP); SHCP (2023) p. 7","Omite IPAB (0.10 % del PIB, segundo componente) y programas de deudores",no,IPAB y deudores omitidos,omision,na,
V062,12 Endeudamiento y deuda,§12.1.1 Balance primario (p. 75),"Déficit primario 0.2 % del PIB en 2023; superávit primario de 1.0 % en 2024, logrado reduciendo inversión física y financiera de 3.8 % a 2.2 % del PIB",a,restitucion,0.2; 1.0; 3.8; 2.2,CGPE 2023 p. 135 (primario −0.2 / +1.0; gasto de capital 3.8 → 2.2) (SHCP),✓,si,,,si,
V063,12 Endeudamiento y deuda,Conceptos clave (p. 76),RFSP = balance presupuestario + necesidades fuera del presupuesto,a,restitucion,definición,"SHCP (2023) p. 3, 7, 26 (RFSP = balance público [presupuestario + no presupuestario] + fuera del presupuesto) y p. 26 ('a partir de este año se hará énfasis en el balance presupuestario') (SHCP)","Omite el balance no presupuestario (0.0 en 2023, 0.1 en 2021)",aprox,,,na,Coincide en 2023 porque el no presupuestario es cero; como definición es incompleta.
V064,12 Endeudamiento y deuda,Figura 12.1 RFSP (p. 76),RFSP por componente: 2023 balance 3.6 + adecuaciones 0.2 + otros 0.3 = 4.1; 2022 3.0 + 0.5 + 0.3 = 3.8; 2024–2028 2.2 + adecuaciones 0.2 + otros 0.3 = 2.7; serie 2013–2021 (2019: 2.3),a/b,restitucion,ver afirmación,"CGPE 2023 p. 135 (2023: adecuaciones 0.2; Pidiregas 0.1 + IPAB 0.1 = otros 0.2–0.3; 2024–2028: adecuaciones 0.3, Pidiregas 0.1, IPAB 0.1) y p. 120 (2019 = 1.8); CGPE 2022 p. 84 y CGPE 2024 p. 99 (2019 = 2.3) (SHCP)","2023 ✓; 2022 ✓; 2024–2028: rótulos de adecuaciones (0.3) y otros (0.2) intercambiados; 2019 = 2.3 coincide con CGPE 2022 y 2024, no con CGPE 2023 (1.8)",aprox,rótulos 2024–2028,,na,Serie histórica de Estadísticas Oportunas (ex post); el propio CGPE 2023 trae 1.8 para 2019 contra 2.3 en las ediciones vecinas.
V065,12 Endeudamiento y deuda,§12.1 Costo financiero (p. 76),"Costo financiero 1,079,087.1 mdp (sin ADEFAS), +30.0 % real vs PEF 2022, 3.4 % del PIB o 95.1 % de los requerimientos financieros presupuestarios",a/b,restitucion,"1,079,087.1; 30.0; 3.4; 95.1","CGPE 2023 p. 150 (SHCP); DEC art. 2 (déficit 1,134,140.7)","1,079,087.1/1,134,140.7 = 95.1 % ✓ (denominador = déficit presupuestario); 29.9 %",aprox,30.0 vs 29.9,,si,"Aquí 'requerimientos financieros presupuestarios' vale 1,134,140.7 y en el §12.1 el 'déficit presupuestario' vale 1,176,173.8: dos cifras para un objeto en dos párrafos."
V066,12 Endeudamiento y deuda,§12.1 Costo financiero (p. 76),Los CGPE estiman que estos costos se mantengan por encima de 3 % del PIB hasta el 2026,a,restitucion,> 3 % hasta 2026,"CGPE 2023 p. 101, 135 (costo financiero 3.4, 3.2, 3.2, 2.9, 2.8, 2.7 en 2023–2028) (SHCP)",Por encima de 3 % en 2023–2025; 2.9 en 2026,no,2026 vs 2025,transcripcion,na,
V067,12 Endeudamiento y deuda,§12.2 Incidencia (p. 76),Indicador de la deuda al cierre de 2022 de 48.9 % y desde 2024 hasta 2028 en 49.4 % (Figura ??),a,mixta,48.9; 49.4,"CGPE 2023 p. 101, 135 (SHCP)",✓ (también 49.4 en 2023),si,,,na,Referencia cruzada rota ('Figura ??') en el original.
V068,12 Endeudamiento y deuda,§12.2 Incidencia (p. 76),"Cada persona tendría una deuda de 114,732 pesos en 2022 y 118,208 en 2023, crecimiento real de 3.2 %",b,mixta,"114,732; 118,208; 3.2","Figura 12.2 y §12 de CIEP (114,574 para 2022); CONAPO (externo)","118,208/114,732 = +3.0 %; con 114,574 (figura) = +3.2 %",no,"114,732 vs 114,574 en el mismo capítulo",transcripcion,si,Dos cifras para el per cápita 2022; el 3.2 % solo sale con la de la figura.
V069,12 Endeudamiento y deuda,Figura 12.2 SHRFSP per cápita (p. 77),"Serie per cápita 2013–2028 en MXN 2023 (91,809 en 2013 … 114,574 en 2022 … 128,153 en 2028)",b,mixta,ver figura,"SHRFSP histórico (Estadísticas Oportunas, ex post) y CONAPO (externos)",,no_verificable,,,no,Población y serie histórica externas; la unidad 'MXN 2023' para las proyecciones tiene el problema de V052.
V070,12 Endeudamiento y deuda,§12.3 Implicaciones (p. 77),Juicios: estabilidad sostenida por supuestos de crecimiento no vinculados a la transición demográfica; se necesitan políticas de recaudación; deuda per cápita en ascenso; inequidad intergeneracional,c,juicio,,,,,,,na,Juicio.
V071,13 Implicaciones,§13 apertura (p. 81),El 8 de septiembre de 2022 la SHCP entregó el Paquete Económico 2023,a,juicio,8-sep-2022,DEC 2023 (PDF creado 2022-09-08); CGPE 2023,✓,si,,,na,
V072,13 Implicaciones,Menos ingresos para 2023 (p. 81),"Contra el estimado de cierre 2022 los ingresos aumentan solo 0.8 %, con una caída de 13 % en los ingresos energéticos",a/b,juicio,0.8; −13,CGPE 2023 p. 71 (ingresos +0.8 % real vs est.; petroleros −15.5 % real; organismos y empresas −3.7 %) (SHCP),"0.8 ✓; 'energéticos' (Pemex + FMP + CFE, perímetro CIEP) no reproducible: CFE estimado 2022 no se publica por entidad; el resumen (p. viii) dice −11.5 %",no_verificable,,,no,"Tres cifras para la caída de ingresos energéticos/petroleros: −15.5 (CGPE, real), −11.5 (resumen, nominal), −13 (cap. 13)."
V073,13 Implicaciones,Urge revisar los compromisos de gasto (p. 81),El aumento propuesto sobrepasa el límite de la LFPRH al gasto corriente estructural (crecimiento del PIB potencial),a,juicio,excede,"CGPE 2023 p. 69, 145–146 (GCE 3,219.9 vs LMGCE 3,117.7 mmp) (SHCP)",✓ (+102.2 mmp),si,,,na,
V074,13 Implicaciones,Más costo financiero y más pensiones (p. 81),Pensiones 5.4 % del PIB (+12.8 %) y costo financiero 3.4 % (+30 %) suman 8.8 % del PIB y consumirían 33.4 % del gasto; se proyecta recaudar 8 % del PIB por ISR,a/b,juicio,5.4; 12.8; 3.4; 30; 8.8; 33.4; 8,"CGPE 2023 p. 80, 105, 150 (SHCP); ILIF art. 1o. (ISR 2,512,233.3)","5.4 + 3.4 = 8.8 ✓; (≈1,695 + 1,079)/8,299.6 = 33.4 ✓ con el perímetro de pensiones de CIEP; ISR 2,512,233.3/31,401,700 = 8.0 ✓",aprox,perímetro de pensiones; 30 vs 29.9,,si,
V075,13 Implicaciones,Más deuda y endeudamiento (p. 83),Se proyecta que el indicador de la deuda se estabilice en 49 % del PIB,a,juicio,49 %,CGPE 2023 p. 101 (49.4) (SHCP),49.4,aprox,49 vs 49.4,,na,Redondeo grueso en el capítulo de conclusiones.
V076,13 Implicaciones,Más deuda y endeudamiento (p. 83),Al destinar 80 % del gasto total a gastos ineludibles queda un margen reducido,b/c,juicio,80 %,"DEC 2023 Anexo 3 (gastos obligatorios con pensiones 6,689,188.3) y art. 2 (8,299,647.8) (Ejecutivo)","6,689,188.3/8,299,647.8 = 80.6 %",aprox,80 vs 80.6 (si el perímetro es el Anexo 3),,na,CIEP no declara el perímetro de 'ineludibles'; el Anexo 3 lo reproduce.
V077,13 Implicaciones,La perspectiva intergeneracional (p. 82),Gasto dirigido a la población de 0 a 4 años 0.5 % del PIB; a la de 65 años o más 4.5 % del PIB,b,juicio,0.5; 4.5,"Perímetros por edad de CIEP (analíticos y CONAPO, ausentes)",,no_verificable,,,na,
V078,13 Implicaciones,§13 (p. 81–83),Juicios: reforma fiscal pendiente; credibilidad de la política fiscal; dependencia subnacional; sectores sin financiamiento; perspectiva de género e intergeneracional; SNC,c,juicio,,,,,,,na,Juicio.
V101,Cap. 1 Ingresos presupuestarios,Infografía (p.4),"Encabezado 'Ingresos tributarios ILIF 2023: $7,123,474.0 MDP'",a,restitucion,"7,123,474.0 rotulado como ingresos tributarios",CGPE 2023 p.150 (SHCP); ILIF 2023 art. 1o. PDF 69 (Ejecutivo),"Ingresos presupuestarios 7,123,474.0; impuestos ILIF 4,623,583.1; tributarios CGPE 4,620,165.3",no,rótulo,objeto,na,"La cifra es la de ingresos presupuestarios (sin financiamiento), no la de tributarios; la misma lámina trae tributarios 4,623,583.1."
V102,Cap. 1 Ingresos presupuestarios,Infografía (p.4),Variación vs LIF 2022 +10.0 %,b,restitucion,+10.0,CGPE 2023 p.150 (SHCP),"7,123,474.0/(6,172,635.1×1.0497) = +9.9 %; con 1.0492: +10.0 %",aprox,0.1 pp,deflactor,no,"Deflactor CIEP ≈1.0492 (PIB nominal/real del CGPE); el CGPE reporta 9.9 %. No declara real. [Remarcado ex post 2026-09-06, corrida 2024, instrucción v3 §2.10: tipo_error=deflactor.]"
V103,Cap. 1 Ingresos presupuestarios,Infografía (p.4),Variación vs 2022 CGPE (cierre estimado) +0.8 %,a,restitucion,+0.8,CGPE 2023 p.71 y p.151 (SHCP),+0.8 %,si,,,no,Real no declarado.
V104,Cap. 1 Ingresos presupuestarios,Infografía (p.4),Ingresos presupuestarios = 22.7 % del PIB,a,restitucion,22.7,CGPE 2023 p.150 (SHCP),"22.7 % (7,123,474.0/31,401,700 = 22.69)",si,,,na,
V105,Cap. 1 Ingresos presupuestarios,Infografía (p.4),'ILIF 85.8 %' (presupuestarios como parte del total de la ILIF),b,restitucion,85.8,"ILIF 2023 art. 1o. PDF 69 (Ejecutivo): total 8,299,647.8","7,123,474.0/8,299,647.8 = 85.8 %",si,,,na,"Denominador = ingresos totales incluido financiamiento (1,176,173.8); perímetro no declarado en la lámina."
V106,Cap. 1 Ingresos presupuestarios,Infografía (p.4),Tributarios 14.7 % del PIB; 8 puntos ISR y 4.5 IVA,a/b,restitucion,14.7; 8; 4.5,CGPE 2023 p.73 (SHCP); ILIF art. 1o.,"4,623,583.1/31,401,700 = 14.7; ISR 2,512,233.3 = 8.0; IVA 1,419,457.1 = 4.5",si,,,na,
V107,Cap. 1 Ingresos presupuestarios,Infografía (p.4),"Tributarios $4,623,583.1 (64.9 % de los presupuestarios), variación +11.7 %",a/b,restitucion,"4,623,583.1; 64.9; +11.7",ILIF 2023 art. 1o. PDF 69; ILIF 2022 art. 1o. PDF 59 (= LIF 2022 en art. 1o.); CGPE 2023 p.150,"4,623,583.1; 64.91 %; 4,623,583.1/(3,944,520.6×1.0492) = +11.7 % (CGPE: +11.6 % con tributarios 4,620.2/4,140.3 y 1.0497)",aprox,0.1 pp,deflactor,no,"Perímetro ILIF 'impuestos' (incluye ISR de contratistas, 3.4 mmp que el CGPE reclasifica a petroleros). Base LIF 2022 tomada de la ILIF 2022 (totales idénticos a CGPE 2023 p.150). [Remarcado ex post 2026-09-06, corrida 2024, instrucción v3 §2.10: tipo_error=deflactor.] Causa dominante: deflactor. Causa concurrente: reclasificación ILIF–CGPE de 3.4 mmp."
V108,Cap. 1 Ingresos presupuestarios,Infografía (p.4),"Energía $1,713,224.2 (24.1 %), +9.3 %",b,restitucion,"1,713,224.2; 24.1; +9.3",ILIF 2023 art. 1o. PDF 76-77; CGPE 2023 p.71,"826,492.8+487,742.6+398,988.8 = 1,713,224.2; 24.05 %; +9.3 % (CGPE energéticos: petroleros +15.5 y CFE ≈ −6.5 → 1,713,224.2/((716,087.2+370,928.1+406,582.8)×1.0492) = +9.3)",si,,,no,
V109,Cap. 1 Ingresos presupuestarios,Infografía (p.4),"IMSS e ISSSTE $549,341.3 (7.7 %), +5.9 %",b,restitucion,"549,341.3; 7.7; +5.9",ILIF 2023 art. 1o. PDF 70 y 76; ILIF 2022 PDF 61 y 68,"470,845.4+28,526.0+49,969.9 = 549,341.3; 7.71 %; 549,341.3/((411,852.5+82,654.3)×1.0492) = +5.9 %",si,,,no,
V110,Cap. 1 Ingresos presupuestarios,Infografía (p.4),"No tributarios (no energía) $237,325.4 (3.3 %), −5.8 %",a/b,restitucion,"237,325.4; 3.3; −5.8","CGPE 2023 p.150 (SHCP): no tributarios GF 237,325.4, −5.8 %","237,325.4 = derechos 57,193.0 + productos 6,543.6 + aprovechamientos 173,554.2 + contribuciones 34.6; 3.33 %; −5.8 %",si,,,no,
V111,Cap. 1 Ingresos presupuestarios,Infografía (p.4),"ISR $2,512,233.3 (35.3 %), +15.5 % vs LIF 2022 y +0.8 % vs cierre",a/b,restitucion,"2,512,233.3; 35.3; +15.5; +0.8",ILIF 2023 PDF 69; ILIF 2022 PDF 59; CGPE 2023 p.72,"2,512,233.3; 35.27 %; 2,512,233.3/(2,073,493.5×1.0492) = +15.5 % (CGPE sistema renta +15.3 %: 2,508.7/2,176.3); +0.8 %",aprox,0.2 pp vs CGPE,deflactor,no,"La diferencia con el CGPE viene de la reclasificación del ISR de contratistas y del deflactor. [Remarcado ex post 2026-09-06, corrida 2024, instrucción v3 §2.10: tipo_error=deflactor.] Causa dominante: deflactor. Causa concurrente: reclasificación ILIF–CGPE de 3.4 mmp."
V112,Cap. 1 Ingresos presupuestarios,Infografía (p.4),"IVA $1,419,457.1 (19.9 %), +11.5 % vs LIF 2022 y +1.5 % vs cierre",a/b,restitucion,"1,419,457.1; 19.9; +11.5; +1.5",ILIF 2023 PDF 69; ILIF 2022 PDF 59; CGPE 2023 p.72,"1,419,457.1; 19.93 %; 1,419,457.1/(1,213,777.9×1.0492) = +11.5 % (CGPE +11.4 %); +1.5 %",aprox,0.1 pp,deflactor,no,"Deflactor CIEP 1.0492. [Remarcado ex post 2026-09-06, corrida 2024, instrucción v3 §2.10: tipo_error=deflactor.]"
V113,Cap. 1 Ingresos presupuestarios,Infografía (p.4),"Otros ingresos tributarios $413,479.9 (5.8 %), +16.2 %",b,restitucion,"413,479.9; 5.8; +16.2",ILIF 2023 PDF 69-70; ILIF 2022 PDF 59-60,"4,623,583.1−2,512,233.3−1,419,457.1−278,412.8 = 413,479.9; 5.80 %; 413,479.9/(339,113.0×1.0492) = +16.2 %",si,,,no,Residuo: IEPS no combustibles + ISAN + importación + accesorios + IAEEH + otros.
V114,Cap. 1 Ingresos presupuestarios,Infografía (p.4),"IEPS (petrolero) $278,412.8 (3.9 %), −16.6 %",a/b,restitucion,"278,412.8; 3.9; −16.6",ILIF 2023 PDF 69; CGPE 2023 p.71,"278,412.8; 3.91 %; −16.6 %",si,,,no,'IEPS petrolero' = IEPS a combustibles automotrices (art. 2o. I D y 2o.-A).
V115,Cap. 1 Ingresos presupuestarios,Apertura (p.5),LIF 2022 aprobó recaudación equivalente a 21.2 % del PIB; se estima 23.2 %,a/b,restitucion,21.2; 23.2,CGPE 2023 p.150-151 (SHCP),"Aprobado 2022: 21.9 % con PIB CGPE 2022 (28,129.3); 6,172,635.1/29,058.3 = 21.2 % con PIB revisado; estimado 23.2 %",si,,,no,El CGPE presenta el aprobado 2022 con el PIB de su aprobación (21.9). CIEP recalcula con el PIB revisado sin declararlo; el CGPE no publica 21.2 en ningún cuadro.
V116,Cap. 1 Ingresos presupuestarios,Apertura (p.5),Resultado impulsado por ISR e IVA no previstos y menor IEPS por estímulos a combustibles,a,restitucion,,CGPE 2023 p.71-72 (SHCP),Tributarios sin IEPS gasolinas +13.2 % real al cierre; IEPS gasolinas −83.4 mmp,si,,,na,
V117,Cap. 1 Ingresos presupuestarios,Apertura (p.5),"2023: 22.7 % del PIB, 1.5 pp mayor a lo aprobado en 2022 y 0.5 pp menor al estimado",b,restitucion,22.7; +1.5 pp; −0.5 pp,CGPE 2023 p.142 y p.150-151 (SHCP),"22.7; vs aprobado: +0.8 pp (21.9→22.7, cuadro resumen p.142) o +1.5 pp con PIB revisado; vs estimado −0.5 pp",si,,,no,"La comparación oficial (p.142) es +0.8 pp; +1.5 pp exige el PIB revisado para 2022, no declarado."
V118,Cap. 1 Ingresos presupuestarios,Apertura (p.5),Hasta 2021 el máximo de ISR fue 2020 (7.5 % del PIB) y el del IVA 2021 (4.3 %),a,restitucion,7.5; 4.3,CGPE 2023 Anexo I p.123 (SHCP),ISR 2020 7.5; IVA 2021 4.3,si,,,na,
V119,Cap. 1 Ingresos presupuestarios,Apertura (p.5),Para 2023 ISR e IVA en máximos históricos: 8.0 % y 4.5 % del PIB,a/c,restitucion,8.0; 4.5,CGPE 2023 p.123 y p.151 (SHCP),"2023: ISR 8.0, IVA 4.5; pero cierre estimado 2022: ISR 8.2 y IVA 4.6 (p.123)",no,−0.2 y −0.1 pp vs 2022e,omision,no,Las cifras 2023 son correctas; el 'máximo histórico' ignora el estimado 2022 (8.2 y 4.6) que el mismo CGPE publica.
V120,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.5),Ingresos presupuestarios sin financiamiento 7.1 billones = 22.7 % del PIB,a,restitucion,7.1 bn; 22.7,CGPE 2023 p.71 (SHCP),"7,123.5 mmp; 22.7 %",si,,,na,
V121,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.5),Lo propuesto 2023 es 9.9 % mayor a lo aprobado y 0.8 % respecto a lo estimado 2022,a,restitucion,+9.9; +0.8,CGPE 2023 p.71 (SHCP),+9.9 % real vs LIF; +0.8 % real vs cierre,si,,,no,Declara base (aprobado/estimado) pero no que es real ni en pesos de 2023.
V122,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.5),Tributarios 64.9 % del total; 56 % en 2016,b,restitucion,64.9; 56,ILIF 2023 art. 1o.; CGPE 2023 p.123,"4,623,583.1/7,123,474.0 = 64.9 %; 2016: 13.5/24.1 = 56.0 %",si,,,na,
V123,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.5),Ingresos por energía 24.8 % del total,b,restitucion,24.8,ILIF 2023 art. 1o. PDF 76-77,"1,713,224.2/7,123,474.0 = 24.1 % (la infografía p.4 dice 24.1)",no,0.7 pp,transcripcion,na,Inconsistencia interna: 24.1 % en la infografía y en el cuadro 2.1 implícito.
V124,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.5),"Organismos de control directo (IMSS e ISSSTE) 7.7 %; no tributarios (no energía) 3.3 % (nota 5: excluye petroleros y propios de CFE, IMSS e ISSSTE)",b,restitucion,7.7; 3.3,ILIF 2023 art. 1o.,"549,341.3/7,123,474.0 = 7.7 %; 237,325.4/7,123,474.0 = 3.3 %",si,,,na,Perímetro declarado en nota 5.
V125,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.5),"ISR 54.3 % de los tributarios, IVA 30.7 %, IEPS a combustibles 6.0 %",b,restitucion,54.3; 30.7; 6.0,ILIF 2023 art. 1o. PDF 69,"2,512,233.3/4,623,583.1 = 54.3; 1,419,457.1 = 30.7; 278,412.8 = 6.0",si,,,na,
V126,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.5),Estos tres representan 91.3 % de la recaudación tributaria,b,restitucion,91.3,ILIF 2023 art. 1o.,"54.3+30.7+6.0 = 91.0 % (4,210,103.2/4,623,583.1 = 91.06)",no,0.3 pp,transcripcion,na,Suma aritmética de las tres participaciones del propio texto.
V127,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.5),Tributarios = 14.7 % del PIB,a,restitucion,14.7,CGPE 2023 p.73,14.7 %,si,,,na,
V128,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.5),Crecimiento anual de la recaudación tributaria 11.7 % vs aprobado y 9.9 % vs estimado,a/b,restitucion,+11.7; +9.9,CGPE 2023 p.72 (SHCP),"+11.6 % vs LIF (4,620.2/4,140.3); +9.9 % vs estimado",aprox,0.1 pp,deflactor,no,"11.7 reproduce con perímetro ILIF (impuestos 4,623,583.1 vs 3,944,520.6) y deflactor 1.0492. [Remarcado ex post 2026-09-06, corrida 2024, instrucción v3 §2.10: tipo_error=deflactor.]"
V129,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),"ISR 2.5 billones, crecimiento 15.9 % respecto a lo aprobado el año pasado",a/b,restitucion,2.5 bn; +15.9,CGPE 2023 p.72; ILIF 2023/2022 art. 1o.,"2,512.2 mmp; +15.3 % (CGPE, sistema renta); +15.5 % con cifras ILIF y deflactor 1.0492 (la infografía dice 15.5)",no,0.4-0.6 pp,transcripcion,no,"Inconsistencia interna: 15.9 en el texto, 15.5 en la infografía."
V130,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),ISR: con estimaciones de cierre 2022 el incremento sería 0.8 %,a,restitucion,+0.8,CGPE 2023 p.72,"+0.8 % (2,508.7/2,488.0)",si,,,no,
V131,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),"Variación del ISR se debe a recaudación no contemplada en LIF 2022 por consumo, ingresos laborales y medidas del SAT (SHCP 2022d)",a,restitucion,,CGPE 2023 p.72-75 (SHCP),"El CGPE atribuye el nivel 2022 a medidas desde 2019, eficiencia y 30 mmp no recurrentes de la declaración anual",si,,,na,CIEP omite el componente no recurrente (30 mmp) y los 29 mmp de actualización de tarifas que el CGPE sí cuantifica.
V132,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),IVA 1.4 billones; +11.5 % real anual vs aprobado y +1.5 % vs estimado,a/b,restitucion,1.4 bn; +11.5; +1.5,CGPE 2023 p.72; ILIF 2023/2022,"1,419.5 mmp; +11.4 % (CGPE); 11.5 con ILIF/1.0492; +1.5 %",aprox,0.1 pp,deflactor,si,"Aquí sí declara 'real anual' y la base. [Remarcado ex post 2026-09-06, corrida 2024, instrucción v3 §2.10: tipo_error=deflactor.]"
V133,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),Evasión del IVA se redujo de 1.9 % a 1.0 % del PIB entre 2018 y 2021 (SHCP 2022d),a,restitucion,1.9 → 1.0,"CGPE 2023 Recuadro 4 p.73-74, diagramas 1 y 2 (SHCP; imagen sin capa de texto)",2018: 458.6 mmdp = 1.9 % del PIB; 2021: 286.3 mmdp = 1.0 % del PIB,si,,,na,Verificado sobre la imagen renderizada de p.73-74.
V134,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),IEPS a combustibles 278 mil 413 mdp; IEPS no petrolero 207 mil 800 mdp,a/b,restitucion,"278,413; 207,800",ILIF 2023 art. 1o. PDF 69,"278,412.8; 486,212.7−278,412.8 = 207,799.9",si,,,na,
V135,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),"IEPS combustibles menor en 16.6 % y IEPS no petrolero mayor en 5.9 % 'respecto a lo aprobado y estimado en 2022, respectivamente'",b,restitucion,−16.6; +5.9,CGPE 2023 p.71-72; ILIF 2022 PDF 59,"−16.6 % vs LIF 2022 (correcto); no petrolero vs LIF 2022: 207,799.9/(187,102.3×1.0492) = +5.9 %; vs estimado 2022 (118.4+83.4 = 201.8 mmp de 2023): +3.0 %",no,"5.9 es vs aprobado, no vs estimado",contrafactual,no,La cifra 5.9 % reproduce contra lo aprobado; el texto la atribuye al estimado ('respectivamente').
V136,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),IEPS total −8.3 % (vs aprobado); +310.6 % respecto a lo recaudado en 2022,a,restitucion,−8.3; +310.6,CGPE 2023 p.72 (SHCP),−8.3 %; +310.6 %,si,,,no,"'Lo recaudado en 2022' es el cierre estimado, no lo recaudado."
V137,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),Recaudación estimada 2022 de IEPS total 118 mil 400 mdp (77.7 % menor a lo aprobado),a/b,restitucion,"118,400; −77.7",CGPE 2023 p.72 (SHCP),118.4 mmp en pesos de 2023 (≈112.8 mmp corrientes); 118.4/530.3 = −77.7 %,aprox,unidad,,no,La cifra del CGPE está en pesos de 2023; CIEP la presenta como mdp de 2022 sin declararlo.
